Decision_Tree MLLib: 18 versions x 10 iterations
Version,Sensitivity(Mean),Sensitivity(StDev),Fallout(Mean),Fallout(StDev),Specificity(Mean),Specificity(StDev),Miss_Rate(Mean),Miss_Rate(StDev),Test_Error(Mean),Test_Error(StDev),AUC(Mean),AUC(StDev),Exec_Time(Mean),Exec_Time(StDev)
44,0.9983,0.0036,0.1885,0.0268,0.8115,0.0268,0.0017,0.0036,0.1188,0.0178,0.8793,0.0164,1.0059,0.048
45,0.9983,0.0036,0.1744,0.0228,0.8256,0.0228,0.0017,0.0036,0.108,0.0143,0.8903,0.0128,1.0225,0.0546
46,0.9947,0.0113,0.4171,0.0255,0.5829,0.0255,0.0053,0.0113,0.3644,0.0267,0.6296,0.0174,0.972,0.0689
47,0.9983,0.0036,0.1885,0.0268,0.8115,0.0268,0.0017,0.0036,0.1188,0.0178,0.8793,0.0164,0.988,0.0554
48,0.9983,0.0036,0.1744,0.0228,0.8256,0.0228,0.0017,0.0036,0.108,0.0143,0.8903,0.0128,0.9918,0.0502
49,0.9947,0.0113,0.4171,0.0255,0.5829,0.0255,0.0053,0.0113,0.3644,0.0267,0.6296,0.0174,0.9829,0.057
50,0.9983,0.0036,0.1885,0.0268,0.8115,0.0268,0.0017,0.0036,0.1188,0.0178,0.8793,0.0164,0.9611,0.0262
51,0.9983,0.0036,0.1744,0.0228,0.8256,0.0228,0.0017,0.0036,0.108,0.0143,0.8903,0.0128,1.024,0.0609
52,0.9947,0.0113,0.4171,0.0255,0.5829,0.0255,0.0053,0.0113,0.3644,0.0267,0.6296,0.0174,0.9703,0.0316
53,0.9983,0.0036,0.1885,0.0268,0.8115,0.0268,0.0017,0.0036,0.1188,0.0178,0.8793,0.0164,0.9686,0.0627
54,0.9983,0.0036,0.1744,0.0228,0.8256,0.0228,0.0017,0.0036,0.108,0.0143,0.8903,0.0128,1.0101,0.06
Best version of Logistic Regression is test n°17
-
Mean and St_Dev of the whole Logistic Regression classifier metrics are as follows:
Sensitivity: Mean = 0.9971; St_Dev = 0.0017
Fallout: Mean = 0.26; St_Dev = 0.1123
Specificity: Mean = 0.74; St_Dev = 0.1123
Miss_Rate: Mean = 0.0029; St_Dev = 0.0017
Test_Error: Mean = 0.1971; St_Dev = 0.1195
AUC: Mean = 0.7997; St_Dev = 0.1215
Exec_Time: Mean = 1.0006; St_Dev = 0.0256
#############################
LinearSVC: 18 versions x 10 iterations
Version,Sensitivity(Mean),Sensitivity(StDev),Fallout(Mean),Fallout(StDev),Specificity(Mean),Specificity(StDev),Miss_Rate(Mean),Miss_Rate(StDev),Test_Error(Mean),Test_Error(StDev),AUC(Mean),AUC(StDev),Exec_Time(Mean),Exec_Time(StDev)
1,0.9969,0.0066,0.3483,0.0267,0.6517,0.0267,0.0031,0.0066,0.2726,0.0267,0.7227,0.0242,11.4431,2.9136
2,0.9969,0.0066,0.3483,0.0267,0.6517,0.0267,0.0031,0.0066,0.2726,0.0267,0.7227,0.0242,11.6778,2.8498
3,0.9969,0.0066,0.3483,0.0267,0.6517,0.0267,0.0031,0.0066,0.2726,0.0267,0.7227,0.0242,11.5508,2.864
4,0.9969,0.0066,0.3483,0.0267,0.6517,0.0267,0.0031,0.0066,0.2726,0.0267,0.7227,0.0242,11.5275,2.935
5,0.9969,0.0066,0.3483,0.0267,0.6517,0.0267,0.0031,0.0066,0.2726,0.0267,0.7227,0.0242,11.5949,2.9571
6,0.9969,0.0066,0.3483,0.0267,0.6517,0.0267,0.0031,0.0066,0.2726,0.0267,0.7227,0.0242,11.525,3.0471
7,0.9969,0.0066,0.3483,0.0267,0.6517,0.0267,0.0031,0.0066,0.2726,0.0267,0.7227,0.0242,11.5369,3.0032
8,0.9969,0.0066,0.3483,0.0267,0.6517,0.0267,0.0031,0.0066,0.2726,0.0267,0.7227,0.0242,11.538,2.9477
9,0.9969,0.0066,0.3483,0.0267,0.6517,0.0267,0.0031,0.0066,0.2726,0.0267,0.7227,0.0242,11.4461,2.8695
10,0.9969,0.0066,0.3483,0.0267,0.6517,0.0267,0.0031,0.0066,0.2726,0.0267,0.7227,0.0242,11.6292,2.9802
11,0.9969,0.0066,0.3483,0.0267,0.6517,0.0267,0.0031,0.0066,0.2726,0.0267,0.7227,0.0242,11.5339,3.0587
12,0.9969,0.0066,0.3483,0.0267,0.6517,0.0267,0.0031,0.0066,0.2726,0.0267,0.7227,0.0242,11.507,2.8898
13,0.9969,0.0066,0.3483,0.0267,0.6517,0.0267,0.0031,0.0066,0.2726,0.0267,0.7227,0.0242,11.5843,3.0463
14,0.9969,0.0066,0.3483,0.0267,0.6517,0.0267,0.0031,0.0066,0.2726,0.0267,0.7227,0.0242,11.5877,3.0634
15,0.9969,0.0066,0.3483,0.0267,0.6517,0.0267,0.0031,0.0066,0.2726,0.0267,0.7227,0.0242,11.4121,2.9452
16,0.9969,0.0066,0.3483,0.0267,0.6517,0.0267,0.0031,0.0066,0.2726,0.0267,0.7227,0.0242,11.6436,2.9343
17,0.9969,0.0066,0.3483,0.0267,0.6517,0.0267,0.0031,0.0066,0.2726,0.0267,0.7227,0.0242,11.509,2.8798
18,0.9969,0.0066,0.3483,0.0267,0.6517,0.0267,0.0031,0.0066,0.2726,0.0267,0.7227,0.0242,11.5037,3.0091
Best version of LinearSVC is test n°14
-
Mean and St_Dev of the whole LinearSVC classifier metrics are as follows:
Sensitivity: Mean = 0.9969; St_Dev = 0.0
Fallout: Mean = 0.3483; St_Dev = 0.0
Specificity: Mean = 0.6517; St_Dev = 0.0
Miss_Rate: Mean = 0.0031; St_Dev = 0.0
Test_Error: Mean = 0.2726; St_Dev = 0.0
AUC: Mean = 0.7227; St_Dev = 0.0
Exec_Time: Mean = 11.5417; St_Dev = 0.07
#############################
